Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
1083,2024-01-25,ConsultPro Inc.,Consulting,USA,Operations,Change management advisory,139097,Net 30,No,5.9,28,17,Low,237255,2027-04-24
1084,2023-10-31,BuildRight Co.,Facilities,UK,Finance,Security services monthly,5639,Net 45,Yes,5.0,5,24,Low,3190294,2027-02-21
1085,2023-09-09,ByteWave Technologies,IT,USA,IT,IT infrastructure upgrade,280406,2/10 Net 30,No,3.6,44,23,Low,1519788,2026-09-24
1086,2023-07-04,BuildRight Co.,Facilities,UK,Engineering,HVAC system repair,231289,Net 30,Yes,2.0,17,18,Low,2832685,2026-10-02
1087,2023-11-06,MetalMax Co.,Raw Materials,China,Sales,Steel rods bulk purchase,365609,Net 45,Yes,2.2,2,70,Critical,4960660,2026-10-21
1088,2024-03-10,SpaceWorks Inc.,Facilities,Australia,HR,Elevator maintenance,370049,Net 30,Yes,2.6,45,7,Low,2856198,2026-09-23
1089,2024-04-11,MedCore Solutions,Healthcare,India,Procurement,PPE equipment bulk purchase,333845,2/10 Net 30,No,0.8,3,40,Medium,303407,2026-10-16
1090,2024-02-20,FacilityPro Ltd.,Facilities,Canada,Manufacturing,HVAC system repair,304863,2/10 Net 30,No,3.4,31,21,Low,2500146,2026-08-06
1091,2023-02-15,GlobalTech Systems,IT,China,Legal,Network equipment purchase,283293,Net 45,Yes,3.8,29,85,Critical,1571860,2027-05-12
1092,2024-09-17,FastFreight Co.,Logistics,Mexico,Finance,International freight forwarding,6613,Net 60,Yes,1.0,23,75,High,4261256,2027-04-16
1093,2024-06-22,PrintCore Ltd.,Office Supplies,Germany,Engineering,Whiteboard and markers,395220,2/10 Net 30,Yes,1.0,9,19,Low,1991638,2026-12-30
1094,2023-08-01,HealthBridge Inc.,Healthcare,Germany,Marketing,Occupational health services,296200,Net 60,Yes,7.8,40,33,Low,3373863,2027-03-10
1095,2024-06-15,FastFreight Co.,Logistics,Mexico,Legal,Express courier services,447541,Net 45,No,0.3,11,71,High,3273205,2027-01-29
1096,2023-11-20,MediaPulse Inc.,Marketing,Australia,Procurement,PR agency monthly retainer,398537,2/10 Net 30,Yes,3.7,40,18,Low,4788291,2026-06-26
1097,2024-03-18,PrimeParts Mfg.,Raw Materials,India,Manufacturing,Steel rods bulk purchase,33882,Net 45,No,7.7,12,22,Low,3158991,2026-08-25
1098,2023-03-31,AlloyCraft Ltd.,Raw Materials,South Korea,Legal,Chemical compounds order,355067,Net 45,No,5.6,5,39,Medium,3038412,2026-05-27
1099,2023-07-23,FacilityPro Ltd.,Facilities,Canada,Legal,Office cleaning monthly contract,74382,Net 30,Yes,1.0,42,21,Low,2085828,2027-01-14
1100,2023-12-21,InsightBridge LLC,Consulting,Australia,Engineering,Supply chain consulting,413481,2/10 Net 30,Yes,7.8,12,20,Low,3068821,2026-06-15
1101,2023-01-12,BrandCore Ltd.,Marketing,UK,Marketing,Social media management,384613,Net 90,Yes,2.3,9,27,Low,452757,2027-05-17
1102,2023-04-30,ByteWave Technologies,IT,USA,Engineering,Software license renewal,128372,2/10 Net 30,Yes,2.6,25,22,Low,2915626,2026-07-30
1103,2023-12-13,OfficePlus Ltd.,Office Supplies,USA,Procurement,Coffee machine supplies,352419,Net 90,No,3.0,32,9,Low,353891,2027-04-20
1104,2024-10-24,CleanSpace Services,Facilities,USA,Marketing,Parking management fees,273924,2/10 Net 30,Yes,4.7,1,16,Low,3231270,2027-04-20
1105,2024-06-30,PrimeParts Mfg.,Raw Materials,India,IT,Aluminum sheets order,405009,2/10 Net 30,Yes,7.7,41,14,Low,2561520,2027-02-02
1106,2024-03-28,MediSupply Co.,Healthcare,USA,Marketing,Medical equipment lease,117380,Net 45,Yes,4.7,37,21,Low,959736,2026-11-14
1107,2024-03-15,SolarMax Inc.,Energy,USA,Procurement,Wind turbine maintenance,53903,2/10 Net 30,Yes,2.1,15,19,Low,1866027,2027-04-03
1108,2024-04-24,CloudBase Inc.,IT,USA,Manufacturing,Cloud server hosting monthly fee,10005,2/10 Net 30,Yes,7.2,27,44,Medium,691165,2026-07-10
1109,2024-02-01,FacilityPro Ltd.,Facilities,Canada,Marketing,Elevator maintenance,261416,Net 45,Yes,1.2,23,15,Low,3713079,2026-10-28
1110,2024-06-12,DeskPro Inc.,Office Supplies,China,Sales,Desk equipment purchase,265094,Net 60,Yes,7.1,23,45,Medium,4932397,2026-09-27
1111,2023-01-22,IronPeak Mfg.,Raw Materials,Turkey,Manufacturing,Aluminum sheets order,123763,Net 90,No,0.1,20,62,High,2194077,2026-11-05
1112,2024-07-16,SupplyBase Co.,Office Supplies,India,Marketing,Whiteboard and markers,126475,Net 60,No,5.7,36,30,Low,4409843,2026-07-26
1113,2024-02-20,EnergyPrime Ltd.,Energy,UAE,Procurement,Wind turbine maintenance,115784,Net 30,Yes,4.0,2,55,Medium,4221067,2026-05-10
1114,2023-05-30,SpaceWorks Inc.,Facilities,Australia,Legal,Building maintenance services,121444,Net 30,No,5.7,3,7,Low,1245610,2026-12-12
1115,2024-05-24,LawBridge Inc.,Legal,Singapore,HR,Corporate governance advisory,266877,Net 90,Yes,3.5,15,33,Low,2652292,2026-11-25
1116,2023-04-24,DeskPro Inc.,Office Supplies,China,Manufacturing,Filing cabinet order,53185,2/10 Net 30,No,0.1,21,36,Medium,322299,2027-05-29
1117,2023-09-02,CloudBase Inc.,IT,USA,Manufacturing,Software license renewal,480566,Net 60,Yes,2.7,15,41,Medium,3767803,2027-05-12
1118,2024-09-04,ByteWave Technologies,IT,USA,Engineering,Cloud server hosting monthly fee,52781,2/10 Net 30,Yes,3.3,43,13,Low,1702646,2027-03-26
1119,2024-05-21,SwiftCargo Inc.,Logistics,UAE,Finance,Port handling charges,362257,Net 60,Yes,5.7,27,57,High,1484383,2027-03-16
1120,2024-01-31,TravelEase Inc.,Travel,USA,Sales,Airport transfer services,195682,2/10 Net 30,Yes,7.2,35,21,Low,1221630,2027-05-06
1121,2023-05-11,CleanSpace Services,Facilities,USA,Manufacturing,Building maintenance services,489313,Net 60,Yes,1.0,4,14,Low,4229421,2026-08-27
1122,2024-12-23,RapidRoute LLC,Logistics,Canada,Finance,Express courier services,486547,Net 45,Yes,2.0,5,25,Low,4048937,2026-07-02
1123,2024-10-01,AdvisoryCore Co.,Consulting,Singapore,Sales,Supply chain consulting,407306,Net 30,Yes,7.7,20,20,Low,103458,2027-03-18
1124,2024-01-16,OceanShip Ltd.,Logistics,Singapore,Manufacturing,Fleet maintenance services,331450,Net 45,Yes,1.9,45,55,High,1563314,2026-06-23
1125,2024-02-15,GlobalTech Systems,IT,China,IT,IT support and maintenance,230280,Net 60,Yes,2.0,4,91,Critical,1370802,2026-11-17
1126,2024-08-16,MetalWorks Ltd.,Raw Materials,Russia,Procurement,Aluminum sheets order,317267,2/10 Net 30,Yes,5.0,12,61,High,4508167,2027-04-24
1127,2024-04-12,InsightBridge LLC,Consulting,Australia,IT,Business process review,372511,Net 60,Yes,6.0,26,20,Low,1081303,2026-12-28
1128,2023-02-13,BrandCore Ltd.,Marketing,UK,HR,PR agency monthly retainer,120913,Net 90,Yes,2.4,26,19,Low,2253878,2027-04-28
1129,2024-08-30,FlightPro Ltd.,Travel,UAE,Procurement,Car rental services,124600,Net 90,Yes,1.6,5,40,Medium,2643468,2027-04-22
1130,2023-04-04,GlobalMove Co.,Logistics,Netherlands,Operations,Cold chain logistics,478922,Net 45,Yes,5.7,23,31,Low,2314702,2026-10-08
1131,2024-11-29,CloudBase Inc.,IT,USA,Operations,Cybersecurity audit services,186977,Net 45,Yes,2.4,18,38,Medium,1891337,2026-12-02
1132,2023-02-10,DeskPro Inc.,Office Supplies,China,Manufacturing,Stationery monthly supply,404891,Net 60,Yes,7.0,3,39,Medium,4300680,2026-05-24
1133,2023-07-12,PrintCore Ltd.,Office Supplies,Germany,Legal,Printer cartridge order,221502,2/10 Net 30,Yes,1.7,31,21,Low,4021201,2026-10-23
1134,2023-09-17,CompliancePro Ltd.,Legal,UK,HR,Contract review services,357018,Net 90,Yes,4.6,41,15,Low,716519,2027-04-19
1135,2024-05-07,PrimeParts Mfg.,Raw Materials,India,Finance,Steel rods bulk purchase,21764,Net 60,Yes,0.8,11,20,Low,2985642,2027-05-18
1136,2023-09-13,GlobalTech Systems,IT,China,IT,Software license renewal,346921,Net 30,No,5.2,7,84,Critical,426949,2027-03-26
1137,2023-05-13,MetalMax Co.,Raw Materials,China,Procurement,Rubber seals batch,183579,Net 90,Yes,3.1,29,72,Critical,4387258,2026-08-31
1138,2024-04-09,AdMax Agency,Marketing,USA,Manufacturing,SEO optimization services,74865,Net 90,No,1.8,42,17,Low,1947848,2026-07-09
1139,2023-09-17,CleanSpace Services,Facilities,USA,Marketing,Elevator maintenance,141789,Net 30,No,2.6,20,17,Low,4976969,2026-07-14
1140,2023-05-19,SkyLog Partners,Logistics,USA,Manufacturing,Cold chain logistics,174981,2/10 Net 30,Yes,3.2,5,26,Low,131889,2027-04-29
1141,2023-02-18,CreativeHub Co.,Marketing,Canada,Manufacturing,Content creation services,166320,2/10 Net 30,Yes,0.9,22,16,Low,399917,2026-12-05
1142,2024-12-12,PowerGen Ltd.,Energy,Norway,Finance,Energy audit services,125398,Net 60,No,6.8,35,22,Low,4426096,2027-05-28
1143,2024-07-21,ByteWave Technologies,IT,USA,Finance,Software license renewal,327504,2/10 Net 30,Yes,3.5,8,14,Low,4583958,2027-03-04
1144,2024-12-29,FacilityPro Ltd.,Facilities,Canada,Legal,Pest control quarterly,198801,Net 30,No,1.2,21,13,Low,4300426,2027-03-26
1145,2024-06-13,CleanSpace Services,Facilities,USA,Manufacturing,HVAC system repair,26535,Net 90,Yes,0.2,18,16,Low,2520485,2026-12-13
1146,2023-04-21,SwiftCargo Inc.,Logistics,UAE,Manufacturing,Last mile delivery services,40948,Net 60,Yes,0.9,11,57,High,4632032,2026-12-28
1147,2024-10-04,RapidRoute LLC,Logistics,Canada,Manufacturing,Cross border shipping charges,234132,Net 45,No,0.0,5,33,Low,2519570,2026-05-28
1148,2024-11-01,EnergyPrime Ltd.,Energy,UAE,IT,Generator fuel supply,102870,2/10 Net 30,Yes,3.7,34,54,Medium,4152838,2027-03-25
1149,2023-09-17,TripCore Inc.,Travel,India,Engineering,Travel insurance premium,378347,2/10 Net 30,Yes,3.7,16,34,Medium,3762436,2026-12-23
1150,2024-08-12,MediSupply Co.,Healthcare,USA,Manufacturing,Medical supplies monthly order,61414,Net 45,Yes,1.3,25,26,Low,3028899,2026-07-24
1151,2024-05-16,ByteWave Technologies,IT,USA,Marketing,Cybersecurity audit services,26114,2/10 Net 30,No,2.1,12,15,Low,705818,2026-11-23
1152,2023-09-12,AlloyCraft Ltd.,Raw Materials,South Korea,Sales,Rubber seals batch,92014,2/10 Net 30,Yes,5.8,23,35,Medium,782731,2026-05-12
1153,2024-06-16,CleanSpace Services,Facilities,USA,IT,Pest control quarterly,459029,2/10 Net 30,Yes,2.7,29,11,Low,4688086,2027-01-09
1154,2023-07-28,BuildRight Co.,Facilities,UK,HR,Office cleaning monthly contract,40002,Net 45,No,4.3,43,18,Low,786596,2026-09-23
1155,2023-06-17,InsightBridge LLC,Consulting,Australia,Manufacturing,Supply chain consulting,283387,Net 30,Yes,7.0,22,15,Low,1696275,2027-05-19
1156,2023-05-27,MediSupply Co.,Healthcare,USA,Procurement,PPE equipment bulk purchase,420206,2/10 Net 30,Yes,0.0,28,20,Low,4885562,2026-12-13
1157,2023-08-10,JurisCore Co.,Legal,Germany,Legal,Trademark registration,149807,Net 60,No,7.1,45,19,Low,2771925,2027-05-22
1158,2023-03-13,MetalWorks Ltd.,Raw Materials,Russia,Sales,Plastic components supply,218158,2/10 Net 30,Yes,0.6,4,61,High,2264853,2026-06-06
1159,2024-05-05,AdvisoryCore Co.,Consulting,Singapore,Operations,HR transformation project,5753,2/10 Net 30,Yes,3.7,26,25,Low,4532451,2026-10-01
1160,2023-06-05,OfficePlus Ltd.,Office Supplies,USA,Procurement,Printer paper bulk order,204586,Net 60,Yes,1.8,10,9,Low,1645479,2026-12-30
1161,2023-12-29,PowerGen Ltd.,Energy,Norway,Operations,Gas supply quarterly,261100,2/10 Net 30,No,1.7,37,22,Low,1489623,2026-12-25
1162,2023-02-01,MedCore Solutions,Healthcare,India,Marketing,First aid kit restocking,229133,Net 45,Yes,1.6,6,48,Medium,2093371,2027-01-17
1163,2024-01-14,HealthBridge Inc.,Healthcare,Germany,Engineering,Medical equipment lease,342063,Net 45,Yes,4.6,38,33,Low,446615,2027-04-18
1164,2023-11-21,MetalMax Co.,Raw Materials,China,Legal,Aluminum sheets order,108064,2/10 Net 30,Yes,6.4,11,76,Critical,1491532,2027-01-04
1165,2023-04-27,StratEdge Ltd.,Consulting,UK,Marketing,Supply chain consulting,337586,Net 60,Yes,0.3,39,16,Low,495753,2027-03-16
1166,2023-03-02,RapidRoute LLC,Logistics,Canada,Procurement,International freight forwarding,79818,2/10 Net 30,Yes,1.5,43,30,Low,267786,2026-10-11
1167,2024-09-21,TripCore Inc.,Travel,India,IT,Conference registration fees,409808,2/10 Net 30,Yes,1.1,12,30,Medium,987941,2026-05-18
1168,2023-07-23,SkyHost Pro,IT,Ireland,HR,Network equipment purchase,487856,Net 30,Yes,1.0,20,19,Low,3694568,2026-12-03
1169,2023-08-10,InsightBridge LLC,Consulting,Australia,Engineering,Supply chain consulting,127180,Net 90,Yes,3.5,35,17,Low,4389401,2027-01-23
1170,2023-10-23,CompliancePro Ltd.,Legal,UK,IT,Legal consultation monthly,321814,Net 90,Yes,4.0,28,17,Low,2013336,2027-01-20
1171,2023-01-27,StratEdge Ltd.,Consulting,UK,Sales,Strategy consulting project,406310,Net 60,Yes,6.1,40,17,Low,4925459,2026-11-18
1172,2023-03-30,MetalMax Co.,Raw Materials,China,Marketing,Plastic components supply,81692,Net 30,No,4.1,17,74,Critical,2360202,2027-03-18
1173,2023-01-16,OceanShip Ltd.,Logistics,Singapore,Legal,Cold chain logistics,490713,Net 90,Yes,3.3,23,59,High,4792071,2026-10-21
1174,2023-05-19,CloudBase Inc.,IT,USA,Engineering,Cybersecurity audit services,199836,Net 45,No,1.4,41,40,Medium,2448405,2026-05-22
1175,2023-10-20,FastFreight Co.,Logistics,Mexico,Operations,Express courier services,113244,Net 90,Yes,5.6,4,67,High,1876153,2026-06-19
1176,2024-01-27,NetSphere Ltd.,IT,Germany,HR,Cloud server hosting monthly fee,46673,2/10 Net 30,No,3.1,2,26,Low,2226401,2027-01-14
1177,2024-10-12,SupplyBase Co.,Office Supplies,India,Operations,Stationery monthly supply,242232,Net 30,Yes,5.4,13,29,Low,4248524,2026-05-12
1178,2023-07-15,AlloyCraft Ltd.,Raw Materials,South Korea,IT,Plastic components supply,338717,Net 60,Yes,0.5,5,38,Medium,4585092,2026-08-18
1179,2023-08-18,PrimeParts Mfg.,Raw Materials,India,IT,Plastic components supply,26831,2/10 Net 30,Yes,2.5,20,22,Low,2188848,2027-05-25
1180,2023-10-12,AdMax Agency,Marketing,USA,IT,Brand design services,276503,Net 60,Yes,1.0,31,24,Low,1611851,2026-08-01
1181,2023-08-03,MediaPulse Inc.,Marketing,Australia,IT,SEO optimization services,422262,Net 60,Yes,7.8,26,16,Low,1408229,2026-09-04
1182,2023-07-22,PrimeParts Mfg.,Raw Materials,India,Finance,Copper wire batch delivery,355725,Net 30,Yes,7.3,28,14,Low,4055810,2026-08-12
1183,2023-01-30,TravelEase Inc.,Travel,USA,Operations,Per diem expenses,200054,Net 60,Yes,5.1,11,21,Low,366329,2026-12-10
1184,2023-08-21,SkyLog Partners,Logistics,USA,Operations,Fleet maintenance services,188263,Net 90,Yes,7.4,31,26,Low,3176154,2026-10-31
1185,2023-06-04,AdMax Agency,Marketing,USA,Marketing,PR agency monthly retainer,364643,Net 30,No,1.2,13,21,Low,1955047,2027-03-22
1186,2024-09-19,EnergyPrime Ltd.,Energy,UAE,IT,Gas supply quarterly,27939,2/10 Net 30,No,1.4,28,55,Medium,4883775,2027-01-31
1187,2023-11-16,OceanShip Ltd.,Logistics,Singapore,Procurement,Cross border shipping charges,444172,Net 90,Yes,3.1,19,55,High,3779508,2026-06-14
1188,2023-08-17,NetSphere Ltd.,IT,Germany,Engineering,SaaS platform subscription,471518,Net 60,Yes,4.9,24,21,Low,3101439,2026-12-12
1189,2023-11-16,StayBridge Co.,Travel,France,Sales,Visa processing fees,145411,Net 60,Yes,4.5,42,22,Low,1162202,2027-01-04
1190,2023-09-26,JurisCore Co.,Legal,Germany,Finance,Corporate governance advisory,366713,Net 90,No,6.1,27,18,Low,2308645,2026-12-02
1191,2023-09-16,AlloyCraft Ltd.,Raw Materials,South Korea,HR,Aluminum sheets order,112282,Net 60,Yes,6.5,13,38,Medium,1268114,2026-09-01
1192,2024-05-09,BuildRight Co.,Facilities,UK,IT,Building maintenance services,72670,2/10 Net 30,Yes,5.0,6,20,Low,1933002,2026-12-11
1193,2023-08-02,DeskPro Inc.,Office Supplies,China,Legal,Printer paper bulk order,249506,Net 60,Yes,5.2,31,44,Medium,4823163,2026-08-12
1194,2023-08-20,HealthBridge Inc.,Healthcare,Germany,Operations,PPE equipment bulk purchase,378425,2/10 Net 30,Yes,3.8,41,33,Low,2193020,2026-05-20
1195,2024-05-21,AdMax Agency,Marketing,USA,Engineering,PR agency monthly retainer,34718,Net 60,No,2.6,40,18,Low,1394616,2026-06-12
1196,2024-03-02,PrintCore Ltd.,Office Supplies,Germany,Marketing,Stationery monthly supply,112606,Net 60,No,5.5,20,23,Low,1005876,2027-03-15
1197,2023-09-17,GlobalMove Co.,Logistics,Netherlands,Procurement,Warehouse storage monthly fee,468490,Net 45,Yes,5.3,26,35,Low,1606111,2027-05-26
1198,2023-02-11,CloudBase Inc.,IT,USA,Procurement,SaaS platform subscription,447713,Net 90,No,3.4,26,47,Medium,3789470,2026-11-22
1199,2023-06-29,RapidRoute LLC,Logistics,Canada,Engineering,International freight forwarding,51479,Net 30,Yes,4.1,20,28,Low,1707947,2027-05-31
1200,2024-08-30,PrintCore Ltd.,Office Supplies,Germany,Operations,Stationery monthly supply,55291,Net 45,Yes,2.1,35,23,Low,2520255,2027-02-27
1201,2024-07-28,ByteWave Technologies,IT,USA,Marketing,Network equipment purchase,57275,Net 30,Yes,7.2,45,23,Low,3236065,2026-12-27
1202,2024-03-18,SkyHost Pro,IT,Ireland,Engineering,Cybersecurity audit services,32825,Net 90,Yes,3.6,34,18,Low,410005,2026-12-17
1203,2024-02-12,OceanShip Ltd.,Logistics,Singapore,Engineering,International freight forwarding,282734,Net 45,No,2.3,11,55,High,2498699,2027-04-23
1204,2023-03-18,FacilityPro Ltd.,Facilities,Canada,IT,Parking management fees,13052,Net 45,Yes,5.1,39,13,Low,4292585,2027-01-29
1205,2024-09-27,GlobalMove Co.,Logistics,Netherlands,Manufacturing,Port handling charges,268649,Net 60,Yes,2.4,42,37,Low,3919349,2026-12-30
1206,2023-04-05,PharmaCare Ltd.,Healthcare,Switzerland,Legal,PPE equipment bulk purchase,204967,Net 60,Yes,4.0,20,23,Low,1098982,2026-11-13
1207,2024-08-21,JurisCore Co.,Legal,Germany,Sales,Regulatory filing fees,226836,Net 45,Yes,3.5,22,18,Low,1140043,2026-11-06
1208,2023-09-05,EnergyPrime Ltd.,Energy,UAE,Operations,Wind turbine maintenance,495498,Net 60,No,6.9,37,55,Medium,4577856,2026-10-19
1209,2024-03-10,SteelCore Inc.,Raw Materials,Brazil,Finance,Iron ore bulk shipment,313222,Net 90,Yes,4.5,19,51,Medium,3747772,2026-09-08
1210,2024-07-28,StratEdge Ltd.,Consulting,UK,Procurement,Strategy consulting project,141063,Net 45,Yes,7.7,16,19,Low,3739427,2027-04-17
1211,2024-07-15,SupplyBase Co.,Office Supplies,India,Sales,Whiteboard and markers,139249,2/10 Net 30,Yes,2.1,25,32,Low,4330964,2026-07-18
1212,2024-05-05,ByteWave Technologies,IT,USA,Manufacturing,Cybersecurity audit services,350480,2/10 Net 30,Yes,5.1,20,21,Low,560842,2027-05-22
1213,2023-07-23,MedCore Solutions,Healthcare,India,Legal,Employee health screening,399712,Net 45,Yes,4.6,9,48,Medium,2784033,2027-05-02
1214,2023-02-03,CompliancePro Ltd.,Legal,UK,IT,Regulatory filing fees,42466,Net 60,No,5.5,40,15,Low,4367112,2027-03-17
1215,2023-05-29,AdvisoryCore Co.,Consulting,Singapore,Marketing,Supply chain consulting,247080,2/10 Net 30,Yes,7.5,20,23,Low,2451455,2026-06-20
1216,2023-04-09,SteelCore Inc.,Raw Materials,Brazil,HR,Iron ore bulk shipment,290340,Net 30,Yes,3.1,4,53,Medium,910152,2026-07-09
1217,2024-09-12,BrandCore Ltd.,Marketing,UK,Operations,Digital advertising campaign,339892,Net 90,No,2.1,6,25,Low,1408804,2026-08-29
1218,2024-12-09,SkyLog Partners,Logistics,USA,Marketing,Last mile delivery services,368460,Net 30,Yes,1.2,22,24,Low,3816422,2026-12-31
1219,2024-12-12,CreativeHub Co.,Marketing,Canada,Legal,Event management services,425196,2/10 Net 30,Yes,4.4,32,18,Low,4808931,2026-07-12
1220,2023-09-27,CreativeHub Co.,Marketing,Canada,Operations,Brand design services,166962,Net 45,Yes,2.4,11,19,Low,4601518,2026-05-25
1221,2024-09-19,MetalMax Co.,Raw Materials,China,Legal,Plastic components supply,217978,Net 45,Yes,7.5,25,80,Critical,469370,2026-08-07
1222,2024-03-03,SwiftCargo Inc.,Logistics,UAE,Procurement,Warehouse storage monthly fee,445899,Net 45,No,7.9,31,56,High,3398192,2026-05-07
1223,2024-03-20,LegalEdge LLP,Legal,USA,IT,Patent filing fees,483257,Net 90,Yes,3.4,40,8,Low,1004228,2026-08-07
1224,2024-12-24,MediaPulse Inc.,Marketing,Australia,Legal,Content creation services,349618,Net 90,No,0.3,7,16,Low,4463065,2026-06-26
1225,2023-05-22,RapidRoute LLC,Logistics,Canada,Finance,Port handling charges,416570,Net 45,Yes,4.7,11,24,Low,1283643,2027-04-25
1226,2023-12-11,SpaceWorks Inc.,Facilities,Australia,Legal,Waste disposal services,343946,Net 60,Yes,1.0,9,11,Low,3777143,2027-01-14
1227,2023-02-05,LawBridge Inc.,Legal,Singapore,Manufacturing,Trademark registration,173928,2/10 Net 30,No,5.8,38,33,Low,2837047,2026-10-25
1228,2023-02-15,CloudBase Inc.,IT,USA,Procurement,Cybersecurity audit services,348214,Net 30,No,1.0,3,42,Medium,1502820,2027-01-02
1229,2023-01-11,HealthBridge Inc.,Healthcare,Germany,Engineering,Employee health screening,471305,Net 45,Yes,1.3,21,26,Low,4418106,2027-04-04
1230,2024-09-17,SkyHost Pro,IT,Ireland,Marketing,Data storage solution,458134,Net 90,No,1.1,38,15,Low,3107898,2027-05-08
1231,2024-03-19,HealthBridge Inc.,Healthcare,Germany,Finance,First aid kit restocking,246504,2/10 Net 30,Yes,6.3,32,27,Low,596506,2026-12-16
1232,2023-06-14,AlloyCraft Ltd.,Raw Materials,South Korea,HR,Iron ore bulk shipment,186385,Net 90,Yes,2.1,35,34,Medium,4066674,2027-01-04
1233,2023-08-22,StayBridge Co.,Travel,France,Finance,Visa processing fees,170895,2/10 Net 30,Yes,5.2,38,25,Low,2754401,2027-01-15
1234,2024-05-10,ConsultPro Inc.,Consulting,USA,Sales,Financial consulting services,39035,Net 30,Yes,5.8,20,20,Low,4809349,2026-08-22
